gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges,churn
male,0,no,25,yes,no,dsl,month-to-month,79,no
female,0,no,14,yes,no,fiber optic,month-to-month,71,yes
female,0,yes,4,yes,yes,fiber optic,month-to-month,51,yes
female,0,no,42,yes,yes,fiber optic,month-to-month,99,no
female,0,yes,7,yes,no,fiber optic,month-to-month,20,no
male,0,no,19,yes,no,dsl,month-to-month,85,no
male,1,yes,7,yes,no,dsl,two year,46,no
female,0,yes,10,yes,yes,fiber optic,one year,66,no
female,0,no,15,yes,no,dsl,month-to-month,102,no
male,0,no,12,yes,no,dsl,one year,107,yes
female,0,yes,12,yes,no,fiber optic,month-to-month,19,yes
female,0,no,8,yes,no,dsl,two year,19,no
female,0,yes,10,yes,yes,fiber optic,month-to-month,20,no
male,1,no,55,yes,yes,fiber optic,month-to-month,74,no
female,0,no,69,yes,yes,fiber optic,month-to-month,82,no
female,0,no,16,yes,no,dsl,month-to-month,20,no
male,0,no,51,no,yes,fiber optic,two year,30,no
female,0,no,71,yes,no,dsl,two year,90,no
female,0,no,54,yes,no,dsl,month-to-month,70,yes
male,0,no,1,yes,yes,dsl,month-to-month,49,no
female,0,no,26,yes,no,dsl,two year,55,no
female,0,no,8,yes,no,dsl,month-to-month,20,yes
female,0,no,12,yes,no,dsl,month-to-month,20,no
female,1,no,5,yes,no,dsl,month-to-month,74,yes
female,0,yes,69,no,no,dsl,month-to-month,55,no
male,1,no,46,yes,yes,fiber optic,one year,99,no
female,0,no,46,yes,no,fiber optic,month-to-month,96,yes
male,0,no,9,yes,yes,dsl,two year,96,no
female,0,no,53,yes,no,dsl,month-to-month,112,no
female,0,no,41,no,no,dsl,one year,40,no
female,0,no,41,yes,yes,fiber optic,month-to-month,20,no
female,0,no,68,no,no,dsl,two year,45,no
female,0,no,36,no,yes,fiber optic,one year,31,no
female,0,no,47,yes,no,dsl,month-to-month,65,no
male,0,yes,4,yes,no,dsl,two year,49,yes
male,0,yes,61,yes,yes,fiber optic,month-to-month,81,no
male,1,no,36,yes,no,dsl,one year,84,yes
female,0,no,1,yes,no,dsl,month-to-month,20,no
female,1,no,14,yes,no,dsl,one year,79,yes
female,0,no,50,yes,yes,fiber optic,month-to-month,109,yes
male,0,yes,27,yes,no,fiber optic,one year,85,no
male,0,no,23,yes,no,fiber optic,one year,20,no
male,0,no,3,yes,no,dsl,month-to-month,75,yes
female,0,no,36,yes,yes,fiber optic,one year,105,no
female,0,no,24,yes,no,fiber optic,month-to-month,75,yes
female,0,yes,65,yes,no,dsl,month-to-month,106,yes
male,0,no,31,no,no,dsl,one year,50,no
female,0,no,63,yes,no,dsl,two year,80,no
female,0,no,67,yes,yes,fiber optic,month-to-month,60,no
female,0,no,58,yes,no,dsl,one year,24,no
female,0,no,15,yes,yes,fiber optic,month-to-month,105,yes
male,0,no,16,yes,no,dsl,month-to-month,81,no
male,0,no,1,yes,no,dsl,month-to-month,46,yes
female,0,no,8,yes,no,dsl,two year,66,no
female,0,no,2,yes,no,dsl,month-to-month,71,yes
female,0,yes,71,yes,no,dsl,month-to-month,90,no
male,0,no,4,yes,yes,fiber optic,month-to-month,20,no
male,0,yes,68,yes,no,fiber optic,one year,83,no
female,0,no,15,yes,no,fiber optic,month-to-month,56,no
male,0,yes,13,yes,no,dsl,two year,52,no
female,0,no,42,yes,no,fiber optic,month-to-month,20,no
male,0,yes,4,yes,no,dsl,one year,45,no
female,0,no,50,yes,no,dsl,one year,110,no
female,0,yes,4,no,yes,fiber optic,month-to-month,57,no
female,0,yes,2,yes,no,dsl,month-to-month,52,no
female,0,yes,46,yes,no,fiber optic,month-to-month,19,no
male,0,no,58,yes,no,dsl,one year,105,yes
male,0,yes,17,no,no,fiber optic,month-to-month,44,no
male,0,yes,21,yes,yes,fiber optic,month-to-month,20,no
female,0,no,2,yes,yes,fiber optic,month-to-month,95,yes
female,0,yes,68,yes,no,dsl,month-to-month,85,no
female,1,no,28,yes,yes,fiber optic,month-to-month,111,no
female,0,yes,40,yes,yes,fiber optic,two year,26,no
female,0,no,8,yes,yes,fiber optic,month-to-month,20,no
male,0,no,35,yes,no,dsl,two year,75,yes
female,0,no,5,yes,no,dsl,two year,64,no
male,0,yes,14,yes,no,dsl,month-to-month,20,no
male,0,no,6,yes,no,dsl,one year,50,no
male,0,no,67,yes,yes,dsl,two year,66,no
male,1,no,63,yes,no,dsl,one year,84,no
female,0,no,8,yes,yes,fiber optic,month-to-month,85,yes
female,0,no,5,yes,yes,dsl,month-to-month,54,no
male,0,no,6,yes,no,dsl,month-to-month,83,yes
male,0,no,49,yes,yes,dsl,two year,94,no
female,0,yes,61,yes,yes,dsl,one year,19,no
female,0,no,1,yes,yes,dsl,two year,70,yes
male,0,no,10,yes,no,dsl,one year,20,no
female,0,no,72,yes,yes,dsl,one year,117,no
male,0,no,53,yes,yes,fiber optic,two year,77,no
male,0,no,9,yes,no,dsl,one year,70,no
female,0,no,1,yes,no,dsl,two year,20,yes
male,0,no,4,yes,no,dsl,one year,20,no
female,0,yes,22,yes,yes,dsl,two year,21,no
male,0,no,34,yes,yes,fiber optic,month-to-month,100,yes
female,0,no,5,yes,yes,dsl,two year,89,yes
female,0,no,5,yes,yes,dsl,two year,20,yes
female,0,no,56,yes,no,fiber optic,month-to-month,24,no
male,1,no,11,yes,no,fiber optic,month-to-month,79,no
female,0,yes,33,yes,no,dsl,one year,58,no
male,0,no,58,yes,no,dsl,month-to-month,86,no
male,1,no,34,yes,no,dsl,month-to-month,76,no
female,0,no,65,yes,no,dsl,two year,26,no
male,1,no,2,yes,yes,dsl,one year,44,yes
male,1,no,17,yes,no,dsl,month-to-month,82,yes
male,0,yes,63,no,no,dsl,two year,41,no
female,0,yes,72,yes,yes,fiber optic,month-to-month,25,no
female,0,yes,43,yes,no,dsl,month-to-month,93,no
male,0,no,72,yes,yes,fiber optic,two year,113,no
female,0,yes,6,yes,yes,fiber optic,month-to-month,20,no
male,0,no,1,yes,yes,dsl,month-to-month,25,no
female,0,yes,26,yes,no,dsl,month-to-month,60,yes
female,0,yes,72,yes,yes,fiber optic,one year,95,no
female,1,no,56,yes,yes,fiber optic,month-to-month,112,yes
male,0,no,1,yes,no,dsl,month-to-month,20,yes
male,0,no,17,yes,no,dsl,one year,103,no
female,0,no,1,yes,no,dsl,month-to-month,55,no
male,0,yes,68,yes,no,fiber optic,month-to-month,86,no
female,0,yes,61,yes,yes,dsl,one year,25,no
female,0,no,11,no,no,fiber optic,month-to-month,40,no
female,0,no,15,yes,no,dsl,month-to-month,49,no
male,0,no,1,yes,no,dsl,two year,19,no
female,0,no,34,yes,no,dsl,month-to-month,85,no
male,0,no,72,yes,yes,fiber optic,month-to-month,24,no
male,0,no,26,yes,yes,dsl,one year,62,no
male,0,no,66,yes,yes,fiber optic,month-to-month,95,no
female,0,no,1,yes,no,dsl,month-to-month,50,no
female,0,no,64,yes,no,fiber optic,month-to-month,85,no
male,0,no,3,yes,no,dsl,two year,61,no
female,0,no,20,yes,yes,dsl,month-to-month,20,no
female,0,yes,48,yes,yes,fiber optic,month-to-month,103,yes
male,0,yes,43,yes,no,dsl,two year,72,no
male,1,no,14,yes,yes,fiber optic,month-to-month,20,no
female,0,yes,57,yes,no,fiber optic,month-to-month,20,no
male,0,yes,72,yes,no,dsl,one year,66,no
male,0,no,72,yes,no,fiber optic,one year,26,no
male,0,yes,38,yes,yes,dsl,two year,81,no
female,0,no,2,yes,no,fiber optic,month-to-month,50,yes
female,1,no,4,yes,yes,dsl,month-to-month,95,yes
female,0,no,26,yes,yes,dsl,month-to-month,70,no
male,0,no,3,no,yes,fiber optic,month-to-month,30,no
male,0,yes,26,yes,yes,fiber optic,month-to-month,20,no
female,0,no,15,no,no,dsl,one year,39,no
male,0,yes,22,yes,yes,dsl,one year,100,no
female,0,yes,13,yes,no,dsl,one year,25,no
female,1,no,6,no,no,dsl,two year,44,no
male,1,no,20,yes,no,fiber optic,one year,54,no
male,0,yes,72,yes,no,dsl,one year,20,no
male,1,no,34,yes,no,dsl,month-to-month,100,no
male,0,no,1,yes,no,dsl,month-to-month,45,yes
female,0,no,52,yes,no,fiber optic,month-to-month,21,no
female,0,no,69,yes,yes,fiber optic,one year,25,no
female,0,no,39,yes,no,dsl,month-to-month,20,no
male,0,yes,65,yes,no,dsl,one year,75,yes
male,0,no,68,yes,no,dsl,two year,25,no
female,0,no,25,yes,no,dsl,month-to-month,85,no
male,0,no,6,yes,no,dsl,month-to-month,84,yes
female,1,no,64,yes,no,dsl,month-to-month,70,yes
male,0,yes,7,yes,yes,dsl,month-to-month,70,yes
female,0,yes,32,yes,no,dsl,two year,86,no
male,0,no,41,yes,no,dsl,month-to-month,20,no
male,0,no,2,yes,yes,fiber optic,month-to-month,45,yes
male,0,no,24,no,yes,dsl,two year,51,no
female,0,no,1,yes,yes,dsl,two year,19,no
female,0,no,54,no,no,dsl,one year,44,no
female,0,yes,39,yes,yes,fiber optic,month-to-month,60,no
female,0,no,14,yes,yes,dsl,two year,80,yes
male,0,yes,7,yes,no,fiber optic,month-to-month,70,no
male,0,no,25,yes,no,dsl,two year,20,no
male,0,yes,44,yes,no,dsl,one year,93,no
male,0,yes,61,yes,no,dsl,month-to-month,100,no
male,0,no,72,yes,yes,fiber optic,one year,114,no
female,0,yes,43,yes,no,dsl,month-to-month,99,no
female,0,no,58,yes,yes,dsl,month-to-month,108,no
female,0,no,71,no,no,fiber optic,month-to-month,67,no
male,0,no,22,yes,yes,fiber optic,month-to-month,95,no
male,1,no,34,yes,yes,fiber optic,month-to-month,85,no
male,1,no,52,yes,yes,dsl,two year,73,no
female,1,no,64,no,no,fiber optic,two year,44,no
male,0,no,44,yes,no,dsl,two year,85,no
male,0,yes,13,yes,no,dsl,month-to-month,45,no
male,0,no,24,yes,yes,dsl,month-to-month,91,yes
male,0,yes,70,yes,yes,dsl,one year,115,no
male,0,no,70,yes,yes,fiber optic,month-to-month,77,no
female,1,no,1,yes,no,dsl,month-to-month,85,yes
male,0,yes,72,yes,no,dsl,two year,21,no
female,0,no,11,yes,no,dsl,two year,76,yes
male,0,no,12,yes,no,fiber optic,two year,60,yes
male,0,no,72,yes,yes,fiber optic,month-to-month,111,no
female,1,no,8,yes,yes,fiber optic,two year,101,yes
male,0,no,15,yes,no,dsl,one year,85,no
female,0,yes,13,yes,no,dsl,one year,56,no
female,0,no,68,yes,no,dsl,month-to-month,80,no
female,0,no,17,yes,yes,fiber optic,two year,80,no
female,0,yes,71,yes,yes,fiber optic,month-to-month,25,no
male,0,no,6,yes,no,dsl,two year,69,no
female,0,yes,24,yes,yes,fiber optic,one year,20,no
female,0,no,6,yes,yes,fiber optic,two year,91,yes
female,0,yes,47,yes,no,dsl,one year,19,no
female,0,no,4,yes,yes,dsl,month-to-month,76,no
male,1,no,13,yes,no,dsl,month-to-month,94,no
female,0,no,3,yes,yes,dsl,two year,75,no
male,0,no,12,yes,yes,dsl,two year,54,no
female,0,no,17,yes,yes,fiber optic,month-to-month,80,no
female,0,no,19,yes,yes,dsl,one year,58,no
male,0,no,52,yes,no,fiber optic,one year,21,no
male,0,no,29,yes,no,dsl,two year,90,no
male,0,no,3,yes,yes,fiber optic,two year,45,no
male,1,no,3,no,no,fiber optic,one year,36,yes
male,0,yes,32,yes,no,fiber optic,month-to-month,84,no
male,0,no,1,yes,no,dsl,month-to-month,81,yes
male,0,no,55,yes,yes,fiber optic,one year,104,yes
male,0,no,20,yes,no,dsl,month-to-month,99,no
male,0,yes,22,yes,no,dsl,month-to-month,20,no
male,1,yes,60,yes,yes,dsl,two year,81,no
female,1,no,27,yes,yes,fiber optic,month-to-month,88,yes
male,0,no,1,yes,yes,fiber optic,one year,74,yes
female,0,no,4,yes,no,dsl,one year,94,yes
male,0,no,3,yes,yes,fiber optic,month-to-month,85,yes
male,1,no,12,no,no,fiber optic,month-to-month,29,no
male,0,no,17,yes,yes,fiber optic,month-to-month,52,yes
female,0,yes,48,yes,yes,fiber optic,month-to-month,20,no
female,0,yes,12,yes,yes,fiber optic,month-to-month,78,yes
female,0,yes,45,yes,yes,fiber optic,month-to-month,25,no
female,0,yes,1,yes,yes,fiber optic,month-to-month,51,no
male,0,no,72,yes,yes,fiber optic,month-to-month,85,no
male,0,no,28,yes,yes,dsl,two year,100,no
male,0,no,51,yes,yes,dsl,two year,81,no
female,0,yes,1,yes,yes,dsl,two year,50,no
female,0,no,8,yes,yes,fiber optic,one year,66,no
female,0,yes,43,yes,no,dsl,two year,106,no
female,0,no,22,yes,no,dsl,two year,84,yes
female,0,yes,18,yes,no,dsl,month-to-month,20,no
male,1,no,54,yes,no,fiber optic,month-to-month,65,no
male,0,no,13,yes,no,dsl,month-to-month,81,yes
female,0,no,69,yes,yes,fiber optic,two year,85,no
male,0,yes,66,no,no,dsl,two year,57,no
female,0,no,53,yes,no,dsl,one year,19,no
male,0,no,3,yes,no,dsl,two year,19,no
female,0,no,20,yes,yes,fiber optic,month-to-month,20,no
male,0,no,1,yes,no,dsl,month-to-month,19,yes
male,0,no,38,yes,no,dsl,month-to-month,62,yes
female,0,no,13,yes,no,dsl,two year,20,no
male,1,no,57,yes,no,dsl,two year,90,no
male,0,no,67,yes,yes,fiber optic,two year,20,no
female,1,no,11,yes,no,dsl,month-to-month,56,no
female,0,no,14,yes,no,dsl,month-to-month,50,no
male,0,yes,21,yes,no,fiber optic,month-to-month,80,no
male,0,no,1,yes,no,fiber optic,month-to-month,20,yes
male,0,no,59,yes,no,dsl,two year,25,no
male,0,no,43,yes,yes,dsl,month-to-month,101,yes
male,0,yes,7,no,yes,fiber optic,one year,39,no
female,0,yes,56,yes,yes,fiber optic,month-to-month,81,no
male,0,no,13,yes,no,dsl,month-to-month,73,no
female,0,yes,3,no,no,dsl,one year,30,no
male,0,yes,8,yes,no,fiber optic,month-to-month,76,no
female,0,no,1,yes,yes,dsl,one year,70,yes
female,0,yes,5,no,no,dsl,one year,34,no
male,0,yes,19,yes,no,dsl,two year,24,no
female,0,yes,0,no,no,dsl,two year,53,no
female,0,yes,71,yes,yes,dsl,one year,20,no
male,0,no,9,no,yes,dsl,two year,45,yes
female,0,no,1,yes,yes,fiber optic,month-to-month,74,yes
female,0,yes,24,yes,no,fiber optic,month-to-month,25,no
male,0,no,3,yes,no,dsl,one year,20,no
female,0,no,39,yes,no,dsl,month-to-month,103,yes
female,0,yes,69,yes,yes,fiber optic,one year,93,no
female,0,no,33,yes,no,dsl,month-to-month,61,no
male,0,no,24,yes,no,dsl,month-to-month,51,no
male,0,no,16,yes,no,dsl,month-to-month,20,no
female,0,yes,39,yes,yes,dsl,one year,20,no
male,0,no,37,yes,no,fiber optic,month-to-month,20,no
female,0,yes,71,yes,yes,dsl,two year,91,no
male,1,no,29,yes,no,dsl,one year,90,no
female,0,no,68,yes,no,dsl,month-to-month,92,no
female,0,yes,52,yes,yes,fiber optic,two year,101,no
female,0,no,3,yes,no,dsl,two year,60,no
male,0,no,1,yes,no,fiber optic,month-to-month,82,yes
male,0,yes,72,yes,no,dsl,month-to-month,115,no
male,0,no,26,yes,no,dsl,one year,84,yes
female,0,no,3,yes,yes,fiber optic,month-to-month,80,no
male,0,no,3,yes,no,dsl,month-to-month,20,no
male,0,no,59,yes,yes,dsl,two year,111,no
female,1,yes,33,yes,no,dsl,two year,105,no
female,1,no,26,yes,no,dsl,month-to-month,86,no
male,0,no,30,yes,no,dsl,two year,100,no
male,0,no,22,yes,no,dsl,month-to-month,79,no
female,0,yes,72,yes,no,dsl,month-to-month,90,no
male,0,no,7,yes,no,fiber optic,month-to-month,25,no
female,1,yes,66,yes,no,dsl,month-to-month,111,no
male,0,yes,71,yes,no,dsl,two year,106,no
female,0,no,8,yes,yes,dsl,month-to-month,75,no
male,0,no,15,yes,yes,fiber optic,two year,103,no
male,0,yes,70,yes,no,dsl,month-to-month,106,no
female,0,yes,55,yes,yes,fiber optic,month-to-month,85,no
male,0,no,1,yes,no,dsl,month-to-month,19,no
male,0,no,63,yes,no,dsl,month-to-month,102,no
male,0,no,10,yes,yes,dsl,two year,20,no
female,1,no,3,yes,no,dsl,month-to-month,74,no
male,0,no,54,yes,yes,dsl,one year,20,no
male,0,yes,72,no,yes,fiber optic,two year,67,no
female,1,no,28,yes,no,dsl,two year,26,no
male,1,yes,65,yes,yes,fiber optic,month-to-month,86,no
male,0,yes,70,yes,yes,dsl,month-to-month,20,no
female,0,no,55,yes,no,fiber optic,month-to-month,51,no
female,0,no,68,yes,no,fiber optic,month-to-month,20,no
male,0,yes,45,yes,yes,fiber optic,two year,19,no
female,0,no,9,yes,no,fiber optic,one year,75,no
female,0,no,72,yes,yes,fiber optic,one year,116,no
male,0,yes,64,yes,yes,fiber optic,month-to-month,99,no
female,0,yes,72,yes,yes,fiber optic,one year,84,no
male,1,yes,47,yes,no,fiber optic,month-to-month,85,no
male,0,no,1,yes,yes,fiber optic,one year,20,yes
male,0,yes,19,yes,no,dsl,two year,21,no
female,0,no,6,yes,no,dsl,two year,49,yes
female,0,no,48,yes,no,fiber optic,two year,24,no
female,0,no,1,yes,yes,fiber optic,month-to-month,20,no
male,0,yes,63,yes,no,dsl,month-to-month,74,no
male,0,no,8,yes,no,dsl,month-to-month,75,yes
female,0,yes,65,yes,no,fiber optic,month-to-month,104,no
female,0,yes,43,yes,no,dsl,two year,20,no
female,0,yes,38,yes,yes,fiber optic,month-to-month,54,no
female,0,no,1,yes,yes,dsl,two year,45,yes
male,0,yes,2,yes,no,fiber optic,month-to-month,20,no
male,0,no,4,yes,yes,dsl,two year,80,yes
male,1,no,69,yes,no,dsl,two year,110,no
male,0,no,3,yes,yes,fiber optic,month-to-month,74,no
female,0,yes,70,yes,yes,fiber optic,month-to-month,110,no
male,0,yes,4,yes,yes,fiber optic,month-to-month,49,yes
female,0,no,46,yes,no,fiber optic,month-to-month,103,no
female,0,no,2,no,no,dsl,month-to-month,45,yes
male,0,yes,65,yes,yes,fiber optic,month-to-month,70,no
female,0,no,19,yes,yes,fiber optic,month-to-month,97,no
male,0,no,21,yes,no,dsl,month-to-month,62,no
male,0,no,48,yes,no,dsl,month-to-month,79,no
female,1,no,17,yes,no,dsl,two year,89,yes
male,1,no,64,yes,no,dsl,two year,20,no
female,0,no,66,yes,no,dsl,two year,92,no
male,0,yes,70,yes,yes,fiber optic,month-to-month,78,no
male,0,yes,29,yes,no,dsl,two year,80,no
male,0,no,1,yes,yes,fiber optic,month-to-month,63,no
female,0,no,47,yes,no,dsl,two year,20,no
female,0,no,71,yes,yes,fiber optic,one year,21,no
male,0,yes,42,yes,no,fiber optic,month-to-month,21,no
female,1,no,62,yes,no,fiber optic,month-to-month,80,no
female,0,no,56,no,yes,fiber optic,month-to-month,45,no
female,0,no,70,yes,yes,fiber optic,month-to-month,116,yes
male,0,yes,43,yes,no,dsl,month-to-month,24,no
male,1,no,44,yes,no,dsl,month-to-month,88,yes
male,0,yes,27,no,no,dsl,one year,46,no
male,0,no,31,yes,yes,fiber optic,month-to-month,103,yes
male,0,no,13,yes,no,fiber optic,month-to-month,20,no
female,0,yes,26,yes,no,dsl,month-to-month,91,yes
female,0,no,59,yes,yes,fiber optic,month-to-month,18,no
male,0,no,51,yes,no,dsl,month-to-month,95,yes
male,0,no,1,yes,no,dsl,month-to-month,85,yes
female,0,no,48,yes,yes,fiber optic,month-to-month,107,yes
female,0,yes,70,yes,yes,dsl,two year,81,no
female,0,no,16,yes,yes,fiber optic,two year,20,no
male,1,no,67,yes,no,dsl,month-to-month,103,no
male,0,no,28,no,yes,fiber optic,month-to-month,30,no
male,0,no,4,yes,no,dsl,month-to-month,66,no
male,0,no,72,yes,no,dsl,one year,19,no
male,0,no,25,no,yes,dsl,two year,38,no
male,0,no,48,yes,no,fiber optic,month-to-month,97,no
male,0,no,72,yes,yes,fiber optic,month-to-month,106,no
female,0,no,2,yes,yes,fiber optic,two year,86,yes
male,0,no,56,yes,yes,fiber optic,month-to-month,86,no
male,0,no,69,yes,yes,fiber optic,month-to-month,19,no
male,0,no,9,yes,yes,fiber optic,month-to-month,45,yes
female,0,no,37,yes,yes,dsl,one year,80,no
female,0,no,51,no,no,dsl,month-to-month,56,no
male,0,yes,70,yes,no,dsl,two year,25,no
female,0,no,38,yes,yes,fiber optic,month-to-month,104,no
male,0,no,23,yes,no,dsl,two year,91,yes
male,0,yes,44,yes,no,fiber optic,month-to-month,20,no
male,0,yes,5,yes,no,dsl,one year,20,no
female,1,no,67,yes,yes,fiber optic,month-to-month,105,no
female,0,yes,72,yes,yes,fiber optic,month-to-month,21,no
female,0,no,7,yes,no,fiber optic,one year,94,no
male,0,yes,54,yes,yes,dsl,two year,80,no
female,0,no,41,yes,no,dsl,month-to-month,81,no
female,0,no,63,yes,no,dsl,two year,109,no
male,0,no,1,yes,no,fiber optic,one year,70,yes
male,0,yes,59,yes,no,fiber optic,month-to-month,100,no
female,0,no,50,yes,no,fiber optic,month-to-month,110,yes
female,0,no,3,yes,no,fiber optic,month-to-month,95,yes
female,1,no,71,yes,yes,dsl,two year,99,no
male,0,no,57,yes,no,dsl,month-to-month,21,no
male,1,no,15,yes,yes,fiber optic,one year,80,yes
male,0,yes,72,no,no,fiber optic,month-to-month,55,no
female,1,no,42,yes,no,dsl,month-to-month,74,yes
female,0,no,72,yes,yes,fiber optic,month-to-month,98,no
female,0,yes,18,yes,yes,fiber optic,month-to-month,25,no
female,0,yes,70,yes,yes,dsl,two year,65,no
male,0,yes,26,yes,no,fiber optic,month-to-month,84,yes
male,1,no,64,yes,no,fiber optic,month-to-month,26,no
male,1,yes,8,yes,no,dsl,one year,80,yes
male,0,yes,68,yes,no,dsl,month-to-month,113,yes
male,1,no,22,yes,no,fiber optic,one year,90,no
female,0,yes,72,yes,no,dsl,month-to-month,85,no
female,0,yes,23,yes,yes,fiber optic,month-to-month,20,no
male,0,no,24,no,no,dsl,two year,29,no
male,0,no,16,yes,no,dsl,month-to-month,94,yes
female,0,no,63,yes,no,dsl,month-to-month,108,no
female,0,yes,72,yes,no,fiber optic,one year,107,no
male,0,no,6,yes,no,dsl,month-to-month,85,yes
female,0,no,62,yes,no,fiber optic,one year,94,no
female,0,no,9,yes,yes,dsl,one year,19,no
female,0,no,71,yes,yes,dsl,one year,25,no
male,0,no,18,yes,yes,dsl,one year,56,no
male,1,no,9,yes,no,dsl,month-to-month,74,no
female,1,no,48,yes,no,dsl,month-to-month,117,yes
female,0,yes,33,yes,no,dsl,two year,20,no
female,0,no,27,yes,no,fiber optic,month-to-month,102,no
female,0,no,70,yes,no,dsl,month-to-month,104,no
female,0,no,17,yes,no,dsl,month-to-month,20,no
male,0,no,41,yes,yes,fiber optic,two year,56,no
female,1,no,7,yes,no,dsl,two year,48,no
male,0,no,26,yes,yes,fiber optic,month-to-month,80,yes
male,0,no,10,yes,yes,fiber optic,one year,52,no
male,0,no,57,no,yes,fiber optic,month-to-month,53,no
male,0,no,35,yes,yes,fiber optic,two year,61,no
female,0,no,28,yes,no,dsl,two year,81,no
male,1,no,72,yes,yes,fiber optic,two year,110,no
male,1,no,27,yes,no,fiber optic,one year,85,no
male,0,yes,67,yes,yes,fiber optic,month-to-month,21,no
male,0,no,11,yes,no,dsl,two year,20,no
male,0,no,69,yes,yes,fiber optic,month-to-month,105,yes
female,0,yes,52,yes,no,fiber optic,month-to-month,98,no
male,0,no,52,yes,yes,dsl,one year,81,no
female,0,no,24,yes,no,fiber optic,month-to-month,20,no
female,0,no,12,yes,no,dsl,one year,20,no
female,0,yes,1,yes,no,fiber optic,month-to-month,44,yes
male,0,yes,15,yes,yes,dsl,month-to-month,19,no
female,0,no,9,yes,no,dsl,one year,94,yes
female,0,no,18,yes,no,dsl,month-to-month,89,no
female,0,no,66,yes,yes,fiber optic,month-to-month,25,no
male,0,yes,46,yes,no,fiber optic,one year,57,no
female,0,no,2,yes,no,dsl,month-to-month,74,yes
male,0,no,17,yes,no,fiber optic,month-to-month,87,no
